region,retailer,asin,isbn13,title_name,authors,sales_rank,list_price,print_list_price,price,currency,timestamp,synopsis,imprint_i,release_date,imprint_ii,language,download_options,number_of_pages,hours_to_read,total_words,rating,category_rankings,image,url
US,Kobo US,,9.78E+12,A Cold Creek Secret and A Brevia Beginning,RaeAnne Thayne,,N/A,,$5.99 ,USD,8/3/2024 1:28,"An irresistible inconvenience
A Cold Creek Secret by New York Times bestselling author RaeAnne Thayne
On leave from his latest tour of duty, all Major Brant Western wants is a hot meal and a warm bed. What he doesn’t need is socialite-in-disguise Mimi Van Hoyt showing up at his family’s ranch in the middle of a blizzard. It soon becomes clear that “Maura” is hiding something. But when Brant finally discovers her secret, he might not be able to let her go…
FREE BONUS STORY INCLUDED IN THIS VOLUME!
A Brevia Beginning by USA TODAY bestselling author Michelle Major
Lexi Preston has gone from courtroom to barroom as the world's worst waitress at Brevia's hot spot Riley's Bar. She’s back in town to right old wrongs, not fall in love—but she's finding it hard to avoid her gorgeous new boss. Recovering from loss, former US marshal Scott Callahan just can't deal with romance right now. But how can he resist the irresistible Lexi?
New York Times Bestselling Author RaeAnne Thayne
USA TODAY Bestselling Author Michelle Major",Harlequin,27-Jul-21,Harlequin,English,EPUB 3 (Adobe DRM),"424
Pages","9 - 10
Hours to read","115k
Total words",Rated 3.83 out of 5 stars with 6 ratings,"#1121 in Fiction & Literature, Westerns #9078 in Romance, Contemporary #20452 in Romance",https://cdn.kobo.com/book-images/31377e7e-610c-4390-b99f-a94ca91a41db/353/569/90/False/a-cold-creek-secret-and-a-brevia-beginning.jpg,https://www.kobo.com/us/en/ebook/a-cold-creek-secret-and-a-brevia-beginning
US,Kobo US,,9.78E+12,1022 Evergreen Place,Debbie Macomber,,N/A,,$7.99 ,USD,8/3/2024 1:28,"You’re always welcome in Cedar Cove! Rediscover the old friends and favorite places in book 10 of the beloved series, only from #1 New York Times bestselling author Debbie Macomber.
Mary Jo Wyse hasn’t always made great decisions about men, but she has a good feeling about her landlord, Mack McAfee. Living next door with her baby girl, Noelle, has given her the chance to get to know him. While Mary worries that her baby’s father might sue for custody, she knows Mack is on her side. When they discover a package of old letters from World War II, they bond over trying to learn what happened to the soldier who wrote them and the woman he loved. Because life can have a happy ending. Especially in Cedar Cove.
Previously published.",MIRA Books,17-May-21,MIRA,English,EPUB 3 (Adobe DRM),"346
Pages","7 - 8
Hours to read","94k
Total words",Rated 4.44 out of 5 stars with 9 ratings,"#14180 in Fiction & Literature, Contemporary Women #42550 in Romance, Contemporary #91740 in Fiction & Literature",https://cdn.kobo.com/book-images/86cc9b6a-40e2-4524-a4e5-07d268e56ec8/353/569/90/False/1022-evergreen-place-9.jpg,https://www.kobo.com/us/en/ebook/1022-evergreen-place-9
US,Kobo US,,9.78E+12,The Cowboy's Watch,Delores Fossen,,N/A,,$5.99 ,USD,8/3/2024 1:28,"Experience a summer of love and danger with these two romantic suspense stories!
Under the Cowboy's Protection by Delores Fossen
A young mother is murdered and her newborn is kidnapped. Now Sheriff Raleigh Lawton must enlist the help of the only witness: his ex-lover, Deputy Thea Morris. As the investigation—and their undeniable attraction—heats up, the killer dangerously raises the stakes. With Thea in the crosshairs, Raleigh will risk everything to save her. Because this cowboy’s heart can’t survive losing her again.
Wyoming Cowboy Ranger by Nicole Helm
Jen Delaney kept her romance with Tyler Carson secret—along with her broken heart after Ty left Bent. Now the army ranger is back and convinced a madman is targeting Jen to get to him. When the stubborn woman doesn’t heed his warnings, Ty’s forced to extreme measures. But nothing he does seems to deter their dangerous stalker, and time is running out…",Harlequin,29-Jun-21,Harlequin,English,EPUB 3 (Adobe DRM),"410
Pages","8 - 9
Hours to read","111k
Total words",Rated 4.62 out of 5 stars with 8 ratings,"#8901 in Fiction & Literature, Westerns #24069 in Romance, Romantic Suspense #141159 in Romance",https://cdn.kobo.com/book-images/31a538e5-fb1e-4cb2-86ed-530f8526416f/353/569/90/False/the-cowboy-s-watch.jpg,https://www.kobo.com/us/en/ebook/the-cowboy-s-watch
US,Kobo US,,9.78E+12,A Promise of Forgiveness,Jo Ann Brown,,N/A,,$11.99 ,USD,8/3/2024 1:29,"“Jo Ann Brown’s writing is both powerful and charming. She provides a respite from the cares of the day and gives the invitation to join her for a journey of peace that lingers in the heart.”
—Kelly Long, national bestselling author
Every little secret is a chain to the past…
For Amish widow Naomi Ropp, moving back to her parents’ Bliss Valley home—with her boisterous twin toddler boys—is a chance to start over and bury the painful secrets of her marriage forever. But her life is turned upside down once again when she learns she’s not the only one hiding things. The parents she believed were always open and honest have been keeping a secret her whole life. And now her only confidant is her father’s new employee—a handsome Amish man who was once her childhood tormentor.
Samuel King knows more than anyone should about mistakes—and the way he treated Naomi is at the top of his list. But the shock of seeing her pretty face again is quickly overshadowed when they find a slumbering boppli abandoned on his porch. Caring for the sweet newborn together is finally bringing some peace to their troubled pasts. But when a spark leads to growing feelings as they start to look toward the future, Samuel must find a way to convince Naomi to trust the man he's become…and the promise of new love.
SECRETS OF BLISS VALLEY
**Secrets of Bliss Valley
A must-read novel from Love Inspired: Stories to Uplift and Inspire.**",Harlequin,22-Feb-22,Love Inspired Trade,English,EPUB 3 (Adobe DRM),"300
Pages","7 - 8
Hours to read","93k
Total words",Rated 4.67 out of 5 stars with 3 ratings,"#8382 in Romance, Inspired Romance #90423 in Romance, Contemporary #220889 in Romance",https://cdn.kobo.com/book-images/713b148e-f061-47d8-a7aa-2b7d01fbd840/353/569/90/False/a-promise-of-forgiveness.jpg,https://www.kobo.com/us/en/ebook/a-promise-of-forgiveness
US,Kobo US,,9.78E+12,A Brambleberry Summer,RaeAnne Thayne,,N/A,,$5.99 ,USD,8/3/2024 1:29,"Will the secrets of her past…
Prevent her from having the future she’s always wanted?
Rosa Galvez’s attraction to Officer Wyatt Townsend is as powerful as the moon’s pull on the tides. But with her past, Rosa knows better than to act on her feelings. When Wyatt and his adorable son become Brambleberry House’s newest tenants, Rosa finds her resolve slipping. Her solo life slowly becomes a sun-filled family adventure—until dark secrets threaten to break like a summer storm.
With a bonus story, A Cold Creek Reunion***!***
Taft Bowman was stupid enough to let Laura Pendleton go once before. He's not about to make the same mistake again. He never stopped loving her—and one look at her two adorable kids and he knows he's meant to be with all three of them forever. All he has to do is convince her that this time he's a man she can count on!",Harlequin,29-Jun-21,Harlequin,English,EPUB 3 (Adobe DRM),"384
Pages","8 - 9
Hours to read","110k
Total words",Rated 3.5 out of 5 stars with 2 ratings,"#7885 in Fiction & Literature, Family Life #49301 in Romance, Contemporary #109730 in Fiction & Literature",https://cdn.kobo.com/book-images/6a79b863-9708-405b-9b2b-57780f98524d/353/569/90/False/a-brambleberry-summer.jpg,https://www.kobo.com/us/en/ebook/a-brambleberry-summer
US,Kobo US,,9.78E+12,Harlequin Presents November 2021 - Box Set 2 of 2,Carol Marinelli,,N/A,,$15.99 ,USD,8/3/2024 1:29,"Harlequin Presents brings you four full-length stories in one collection! Experience the glamorous lives of royals and billionaires, where passion knows no bounds. Be swept into a world of luxury, wealth and exotic locations.
This box set includes:
THE GREEK’S CINDERELLA DEAL (A Cinderellas of Convenience novel)
by USA TODAY bestselling author Carol Marinelli
When tycoon Costa declares he’ll hire Mary if she attends a party with him, she dazed – by his generosity and their outrageous attraction! And as the clock strikes midnight on their deal, Cinderella unravels – in the Greek’s bed…
PREGNANT AFTER ONE FORBIDDEN NIGHT (A Queen’s Guard novel)
by Marcella Bell
Innocent royal guard Jenna’s never been tempted away from duty. She’s never been tempted by a man before! Until her forbidden night with notoriously untameable billionaire Sebastian – that ends with her carrying his baby!
THE BRIDE HE STOLE FOR CHRISTMAS
by USA TODAY bestselling author Caitlin Crews
Hours before the woman he can’t forget walks down the aisle, Crete steals Timoney back! And now he has the night before Christmas to prove to them both that he won’t break her heart all over again…
THE BILLIONAIRE’S PROPOSITION IN PARIS (A Secrets of Billionaire Siblings novel)
by USA TODAY bestselling author Heidi Rice
By hiring event planner Katherine and inviting her to a lavish Paris ball, Connall plans to find out all he needs to take revenge on her half-brother. He’s not counting on their ever-building electricity to bring him to his knees!
For more stories filled with passion and drama, look for Harlequin Presents November 2021 Box Set – 1 of 2",Harlequin,26-Oct-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","16 - 17
Hours to read","200k
Total words",Rated 4.0 out of 5 stars with 1 ratings,"#8204 in Fiction & Literature, Short Stories #46742 in Romance, Contemporary #102965 in Romance",https://cdn.kobo.com/book-images/d2d7fa99-a35d-4d07-a3bf-a7abb3b95089/353/569/90/False/harlequin-presents-november-2021-box-set-2-of-2.jpg,https://www.kobo.com/us/en/ebook/harlequin-presents-november-2021-box-set-2-of-2
US,Kobo US,,9.78E+12,The Secret Behind the Greek's Return,Michelle Smart,,N/A,,$4.99 ,USD,8/3/2024 1:29,"There’s nothing this billionaire won’t do to claim his secret baby in this sexy reunion romance by Michelle Smart.
Back from the dead…
For her and his heir!
When tycoon Nikos Manolas emerges from eighteen months undercover from his enemies, he discovers he’s a father. He vows to claim his son. Even if it means storming the party celebrating Marisa Lopez’s engagement to another man!
Mourning Nikos’s alleged death, Marisa thought marriage was the best way to support her baby and her business. Now, despite the shock of Nikos’s return, it’s clear their connection is still electrifying! However, Marisa is wary. She can’t bear to give him everything again, only to lose him…
From Harlequin Presents: **Escape to exotic locations where passion knows no bounds.
Read all of the Billion-Dollar Mediterranean Brides books:**
Book 1: The Forbidden Innocent's Bodyguard
Book 2: The Secret Behind the Greek's Return",Harlequin,27-Jul-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","3 - 4
Hours to read","52k
Total words",Rated 4.20 out of 5 stars with 5 ratings,"#40867 in Romance, Contemporary #89368 in Romance",https://cdn.kobo.com/book-images/23adb13a-53dd-4dda-8c14-40095729fede/353/569/90/False/the-secret-behind-the-greek-s-return.jpg,https://www.kobo.com/us/en/ebook/the-secret-behind-the-greek-s-return
US,Kobo US,,9.78E+12,Beauty in the Billionaire's Bed,Louise Fuller,,N/A,,$4.99 ,USD,8/3/2024 1:29,"The temperature is rising for this adventurous billionaire when he encounters a gorgeous stranger in this sexy forced-proximity story by Louise Fuller!
An uninvited guest
An undeniable desire!
Billionaire explorer Arlo Milburn returns home to his secluded mansion to find an unexpected beauty sleeping in his bed! Learning that Frankie Fox is a social media influencer does nothing to inspire his trust. It’s been a while since Arlo welcomed anyone into his solitary life…
However, stranded with Frankie while a storm rages outside, Arlo discovers her glamorous persona shields a warm, wounded young woman who touches him in ways he hadn’t thought possible. Attraction may have brought them together, but can it break down his walls entirely?
From Harlequin Presents: Escape to exotic locations where passion knows no bounds.",Harlequin,24-Aug-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","4 - 5
Hours to read","57k
Total words",Rated 3.67 out of 5 stars with 3 ratings,"#52333 in Romance, Contemporary #116776 in Romance",https://cdn.kobo.com/book-images/c14d4f81-f0e5-4b7b-bb19-6bb34323141b/353/569/90/False/beauty-in-the-billionaire-s-bed.jpg,https://www.kobo.com/us/en/ebook/beauty-in-the-billionaire-s-bed
US,Kobo US,,9.78E+12,The Holiday Heartbreaker,Maisey Yates,,N/A,,$5.99 ,USD,8/3/2024 1:29,"A fresh start is all she wants this Christmas, but maybe a cowboy is all she needs…
It’s not the holiday season she’d envisioned. But moving back home with her son, Benny, is all single mom Elizabeth Colfax can do after her ex-husband’s infidelity left their life in pieces. A fresh start at Four Corners Ranch means Elizabeth’s dream career in equine therapy can become a reality, allowing her to share her love of horses with Benny. If only it didn’t also mean butting heads with Brody McCloud, the frustratingly attractive cowboy who sets sparks off inside her.
Brody doesn’t do complicated, and Elizabeth’s got more baggage than an airport. But there’s something about the woman that’s always gotten under his skin in a very welcome way. As the simmering tension between them grows harder to ignore, they’ll have to decide if their undeniable attraction can outweigh a shared loss of faith in forever. Maybe this Christmas, they can find a family worth fighting for.
In the bonus novella Wild Night Cowboy, can a cowboy with a dark past find his future with the one woman he shouldn't touch?
Four Corners Ranch
Book 1: Unbridled Cowboy
Book 2: Merry Christmas Cowboy
Book 3: Cowboy Wild
Book 4: The Rough Rider
Book 5: The Holiday Heartbreaker
Book 6: The Troublemaker",Harlequin,26-Sep-23,Canary Street Press,English,EPUB 3 (Adobe DRM),"384
Pages","8 - 9
Hours to read","106k
Total words",Rated 5.0 out of 5 stars with 3 ratings,"#5702 in Fiction & Literature, Westerns #42576 in Romance, Contemporary #93210 in Romance",https://cdn.kobo.com/book-images/ba97ddbf-266e-4a0b-9b60-e3f7bda543b5/353/569/90/False/the-holiday-heartbreaker.jpg,https://www.kobo.com/us/en/ebook/the-holiday-heartbreaker
US,Kobo US,,9.78E+12,My Forbidden Royal Fling,Clare Connelly,,N/A,,$4.99 ,USD,8/3/2024 1:29,"All protocol goes out the window when an innocent crown princess encounters a playboy ready to break all the rules in this royal romance from Clare Connelly!
My deal with the billionaire…
Just got complicated!
As crown princess of Marlsdoven, I was taught honor, resilience, leadership… Yet now I’m sitting in front of the most infuriatingly determined and sexy man, completely lost for words! Santiago del Almodovár wants to build his sordid casino on my land? Well, it’s my duty to protect my citizens!
But every syllable he utters awakens a raging hunger inside me. Now he’s demanding I go to Spain with him—alone—to see his empire and prove I’m wrong. Ruling a nation may be hard, but denying our chemistry? Unthinkable!
**From Harlequin Presents:**Escape to exotic locations where passion knows no bounds.",Harlequin,29-Jun-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","3 - 4
Hours to read","53k
Total words",Rated 3.5 out of 5 stars with 2 ratings,"#49298 in Romance, Contemporary #109195 in Romance",https://cdn.kobo.com/book-images/2830e4fa-0a21-46d4-bec9-44602d217058/353/569/90/False/my-forbidden-royal-fling.jpg,https://www.kobo.com/us/en/ebook/my-forbidden-royal-fling
US,Kobo US,,9.78E+12,His Texas Christmas Gift,Meg Maxwell,,N/A,,$5.99 ,USD,8/3/2024 1:29,"A surprise holiday family
Santa's Seven-Day Baby Tutorial by Meg Maxwell
Pretty, proper Anna Miller has all the makings of a respectable Amish housewife. But the outside world has always beckoned. So when handsome FBI agent Colt Asher needs help caring for his infant twin nephews right before Christmas, Anna jumps at the opportunity. Will Colt and the babies help Anna finally discover where she truly belongs?
His Texas Christmas Bride by Nancy Robards Thompson
Becca Flannigan is pregnant with twins—from one passionate night with a mysterious bad boy. When Becca lands in the hospital, who should treat her but her mystery man, Nick Ciotti? When Nick finds out he’s going to be a father to twins, he wants to do what’s right for Becca and the babies. But is he ready to leave his past behind to create a family of his own?
Previously published as Santa's Seven-Day Baby Tutorial and His Texas Christmas Bride",Harlequin,26-Oct-21,Harlequin,English,EPUB 3 (Adobe DRM),"407
Pages","8 - 9
Hours to read","110k
Total words",Rated 0 out of 5 stars,"#1648 in Fiction & Literature, Family Life #8645 in Romance, Contemporary #19151 in Romance",https://cdn.kobo.com/book-images/390782b0-fe45-4437-95f6-725a8afeebff/353/569/90/False/his-texas-christmas-gift-1.jpg,https://www.kobo.com/us/en/ebook/his-texas-christmas-gift-1
US,Kobo US,,9.78E+12,The Flaw in His Red-Hot Revenge,Abby Green,,N/A,,$4.99 ,USD,8/3/2024 1:29,"Pleasure and payback go hand in hand in this passionate revenge romance from USA TODAY bestselling author Abby Green.
He’s never forgiven her…
…and he can’t resist her!
Zachary Temple hasn’t forgotten Ashling Doyle’s big blue eyes—or the way she almost ruined his ascent to the top of his career. But when chance brings Ashling back into his world, Zach discovers he wants something far more pleasurable than payback…
Ashling breaks all her rules by indulging in her desire for Zach. His single-minded ambition to succeed reminds her he’ll have no problem walking away from their connection. Unless the feelings she’s trying desperately to deny aren’t as one-sided as she believes…
From Harlequin Presents: **Escape to exotic locations where passion knows no bounds.
Read all the Hot Summer Nights with a Billionaire books:**
Book 1: One Wild Night with Her Enemy by Heidi Rice
Book 2: The Flaw in His Red-Hot Revenge by Abby Green",Harlequin,27-Jul-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","4 - 5
Hours to read","59k
Total words",Rated 4.0 out of 5 stars with 5 ratings,"#56347 in Romance, Contemporary #126795 in Romance",https://cdn.kobo.com/book-images/d1bcbe55-a54d-479c-a1e6-b645aeec15cf/353/569/90/False/the-flaw-in-his-red-hot-revenge.jpg,https://www.kobo.com/us/en/ebook/the-flaw-in-his-red-hot-revenge
US,Kobo US,,9.78E+12,Harlequin Presents - August 2021 - Box Set 2 of 2,Maisey Yates,,N/A,,$15.99 ,USD,8/3/2024 1:29,"Harlequin Presents brings you four full-length stories in one collection! Experience the glamorous lives of royals and billionaires, where passion knows no bounds. Be swept into a world of luxury, wealth and exotic locations.
This box set includes:
A BRIDE FOR THE LOST KING (An Heirs of Liri novel)
by New York Times bestselling author Maisey Yates
After years presumed dead, Lazarus must claim the throne he’s been denied. But to enact his royal revenge, he needs a temporary fiancée. His right-hand woman Agnes is perfect, but her innocence could be his downfall…
THE ITALIAN’S DOORSTEP SURPRISE
by USA TODAY bestselling author Jennie Lucas
When a mesmerizing and heavily pregnant woman arrives on his doorstep, Italian CEO Nico is intrigued. He doesn’t know her name, but can’t shake the feeling they’ve met before…when she announces that the child she’s carrying is his!
CLAIMING HIS CINDERELLA SECRETARY (A Secrets of the Stowe Family novel)
by USA TODAY bestselling author Cathy Williams
Tycoon James prides himself on never losing control. It’s what keeps his tech empire growing. As does having his shy secretary, Ellie, at his side. So, their seven nights of red-hot abandon shouldn’t change anything…until they change everything!
OFF-LIMITS TO THE CROWN PRINCE
by Kali Anthony
When Crown Prince Alessio commissions his portrait, he’s instantly enchanted by innocent artist, Hannah. She’s far from the perfect princess his position demands. But their dangerous desire will make resisting temptation impossible…
For more stories filled with passion and drama, look for Harlequin Presents August 2021 Box Set – 1 of 2",Harlequin,27-Jul-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","16 - 17
Hours to read","208k
Total words",Rated 2.5 out of 5 stars with 2 ratings,"#7609 in Fiction & Literature, Short Stories #44494 in Romance, Contemporary #97714 in Romance",https://cdn.kobo.com/book-images/e83d4f74-caa6-4bf4-b0ac-01eb7e2c2d56/353/569/90/False/harlequin-presents-august-2021-box-set-2-of-2.jpg,https://www.kobo.com/us/en/ebook/harlequin-presents-august-2021-box-set-2-of-2
US,Kobo US,,9.78E+12,Claiming Her Legacy,Linda Goodnight,,N/A,,$11.99 ,USD,8/3/2024 1:30,"With her family’s legacy on the line, a woman with everything to lose must rely on a man hiding from his past…
Oklahoma, 1890
Frontier women don’t ride off alone to track an outlaw—not even women as capable as tomboy spinster Willa Malone. But Willa desperately needs the bounty money offered for her father’s killer if she’s to keep their homestead and take care of her sisters. That means she needs an expert tracker's help. Gideon Hartley has the skill, but the handsome trail guide also has a troubling secret…
Gideon has spent years trying to numb his pain with whiskey. Little by little, their quest—and Willa’s belief in him—is restoring the sense of purpose he thought he’d lost. Journeying into the heart of danger, they’ll have to face down the past together if they hope to protect their future…
“Linda Goodnight is a writer who pulls readers into her stories with characters who come off the pages with life.”
—Jodi Thomas, New York Times bestselling author",Harlequin,26-Apr-22,Love Inspired Trade,English,EPUB 3 (Adobe DRM),"315
Pages","7 - 8
Hours to read","97k
Total words",Rated 4.0 out of 5 stars with 2 ratings,"#11729 in Fiction & Literature, Religious #26462 in Romance, Historical #27151 in Fiction & Literature, Historical",https://cdn.kobo.com/book-images/067656f7-0519-4fb9-9b7f-901ed71a8012/353/569/90/False/claiming-her-legacy.jpg,https://www.kobo.com/us/en/ebook/claiming-her-legacy
US,Kobo US,,9.78E+12,Off-Limits to the Crown Prince,Kali Anthony,,N/A,,$4.99 ,USD,8/3/2024 1:30,"What will it take for them to cross the line between forbidden and irresistible? Find out in this delicious royal romance by Kali Anthony!
The greater the risk:
The more thrilling the touch!
Haunted by his father’s scandalous reign, Crown Prince Alessio commissions artist Hannah to depict him as a new kind of ruler. Alessio is instantly enchanted by the innocent, independent beauty who is unlike anyone in his world.
Hannah is far from the perfect princess Alessio’s position demands. After the losses she’s experienced, she guards her heart fiercely. But as the Mediterranean sun melts Hannah’s inhibitions, their dangerous desire grows. How long can they live so passionately in the present when a future together is impossible?
From Harlequin Presents: Escape to exotic locations where passion knows no bounds.",Harlequin,27-Jul-21,Harlequin Presents,English,EPUB 3 (Adobe DRM),"224
Pages","4 - 5
Hours to read","59k
Total words",Rated 3.0 out of 5 stars with 1 ratings,"#49269 in Romance, Contemporary #109148 in Romance",https://cdn.kobo.com/book-images/a86454d0-15ce-433d-8be8-9b4b9a1790ca/353/569/90/False/off-limits-to-the-crown-prince.jpg,https://www.kobo.com/us/en/ebook/off-limits-to-the-crown-prince
US,Kobo US,,9.78E+12,Colorado Christmas Magic,Caitlin McKenna,,N/A,,$4.99 ,USD,8/3/2024 1:30,"""A modern fairy tale that’s sure to enchant.” -- Publishers Weekly
A heartwarming romance about what it takes to bring a little holiday spirit to the grinchiest of skeptics—and how one small town with an abundance of Christmas magic can bring two people together.
Bah, humbug.
Christmas is not the most wonderful time of the year for Charley Dawson. After writing a column suggesting readers cancel Christmas, she’s sent on assignment to St. Nicholas, Colorado, home of the Scrooge Legend. The legend says that any “Scrooge” who enters the town will end up loving Christmas as much as Santa does. She’ll go, she’ll prove the myth wrong, she’ll have a fantastic new column. Easy as mincemeat pie.
Detective Jack Brody assumed the Scrooge Legend was just that—a legend. A free stay in the picturesque town seems too good to be true, so he heads to St. Nicholas to investigate. Once there, he finds a winter wonderland, a group of kind but suspiciously closemouthed townspeople…and his high school sweetheart, Charley. He’s more than happy to team up with her, especially when it might mean a second chance with the only woman he’s ever loved.
As Charley and Jack go dashing through the snow to find the truth, they rediscover all the reasons they were a great couple. Of course, in the town of St. Nicholas, Colorado, there are plenty of someone's little helpers to bring people together with comfort and joy when they need it most…",Carina Press,5-Oct-21,Carina Press,English,EPUB 3 (DRM-Free),"341
Pages","7 - 8
Hours to read","92k
Total words",Rated 4.17 out of 5 stars with 6 ratings,"#35705 in Romance, Contemporary #75412 in Fiction & Literature #77742 in Romance",https://cdn.kobo.com/book-images/73309d68-3a04-4df5-8719-906cd2a25069/353/569/90/False/colorado-christmas-magic.jpg,https://www.kobo.com/us/en/ebook/colorado-christmas-magic
US,Kobo US,,9.78E+12,The Lost and Found Girl,Maisey Yates,,N/A,,$13.99 ,USD,8/3/2024 1:30,"""Yates packs an emotional punch with this masterful, multilayered contemporary…pitch-perfect plotting and carefully crafted characters make for a story that’s sure to linger in readers’ minds.” —Publishers Weekly
New York Times bestselling author Maisey Yates dazzles with this powerful novel of sisterhood, secrets and how far you’d go to protect someone you love…
Ruby McKee is a miracle. Found abandoned on a bridge as a newborn baby by the McKee sisters, she’s become the unofficial mascot of Pear Blossom, Oregon, a symbol of hope in the wake of a devastating loss. Ruby has lived a charmed life, and when she returns home after traveling abroad, she’s expecting to settle into that charm. But an encounter with the town’s black sheep makes her question the truth about her mysterious past.
Dahlia McKee knows it’s not right to resent Ruby for being special. But uncovering the truth about Ruby’s origins could allow Dahlia to carve her own place in Pear Blossom history.
Recently widowed Lydia McKee has enough on her plate without taking on Ruby’s quest for answers. Especially when her husband’s best friend, Chase, is beginning to become a complication she doesn’t want or need.
Marianne Martin is glad her youngest sister is back in town, but it’s hard to support Ruby’s crusade when her own life is imploding.
When the quest for the truth about Ruby’s origins uncovers a devastating secret, will the McKee sisters fall apart or band together?
Don't miss Maisey Yates' next holiday novel, Merry Christmas Cowboy!",HQN Books,26-Jul-22,HQN Books,English,EPUB 3 (Adobe DRM),"384
Pages","8 - 9
Hours to read","106k
Total words",Rated 4.40 out of 5 stars with 5 ratings,"#6670 in Fiction & Literature, Family Life #14179 in Fiction & Literature, Contemporary Women #42545 in Romance, Contemporary",https://cdn.kobo.com/book-images/76e54f46-1862-4025-96d2-830d0da643f0/353/569/90/False/the-lost-and-found-girl-3.jpg,https://www.kobo.com/us/en/ebook/the-lost-and-found-girl-3
US,Kobo US,,9.78E+12,The Rancher's Want Ad Mix-Up,Megan Besing,,N/A,,$4.99 ,USD,8/3/2024 1:30,"A mail-order mistake…
Or a made-to-be match?
When Della Mae Wagner’s train arrives in Missouri, she’s shocked to find that the couple who hired her don’t just want a teacher for their grandsons but a wife for their son! After a broken engagement, marriage is not in Della’s plans. And Hank Lamson isn’t pleased—with his parents, with his unexpected guest or with Della’s unfairly appealing smile. But his plans to send her packing are foiled as his family comes to love her…and he feels the walls around his wounded heart start to fall.",Harlequin,26-Apr-22,Inspirational Historical Collection,English,EPUB 3 (Adobe DRM),"289
Pages","6 - 7
Hours to read","78k
Total words",Rated 0 out of 5 stars,"#11722 in Fiction & Literature, Religious #26463 in Romance, Historical #27151 in Fiction & Literature, Historical",https://cdn.kobo.com/book-images/9e7a2f58-4494-4258-8fcc-e5352e453a69/353/569/90/False/the-rancher-s-want-ad-mix-up.jpg,https://www.kobo.com/us/en/ebook/the-rancher-s-want-ad-mix-up
US,Kobo US,,9.78E+12,Taking on Twins,Teri Wilson,,N/A,,$5.99 ,USD,8/3/2024 1:30,"Taking on twins is one tough assignment!
Baby Lessons by Teri Wilson
Journalist Madison Jules’s only hope for an authentic parenting column rests with firefighter Jack Cole. Temporarily relocating to Lovestruck, Vermont, and nannying the single dad’s twin girls can’t be harder than her usual writing gig, right? But the babies tug on her heartstrings, as does their sexy dad. When opportunity knocks, Madison is unsure if she still loves the big city—until she learns Jack isn’t who she thought he was.
Reunited by the Tycoon's Twins by Ellie Darkins
Unexpectedly laid off, journalist Madeleine Everleigh finds herself under billionaire Finn Holton’s roof—as nanny to his tiny twins! Maddie’s always seen her brother’s best friend as forbidden fruit and consigned him to the periphery of her life, but sharing his home makes ignoring him impossible… Maddie needs the job and Finn needs her help—what they don’t need is the simmering attraction that threatens to change everything!
USA TODAY bestselling author Teri Wilson
Previously published as Baby Lessons and Reunited by the Tycoon's Twins",Harlequin,28-Dec-21,Harlequin,English,EPUB 3 (Adobe DRM),"394
Pages","8 - 9
Hours to read","107k
Total words",Rated 0 out of 5 stars,"#15452 in Fiction & Literature, Family Life #90417 in Romance, Contemporary",https://cdn.kobo.com/book-images/809a6f62-71ed-4a6c-8a8e-7beda91c438e/353/569/90/False/taking-on-twins-12.jpg,https://www.kobo.com/us/en/ebook/taking-on-twins-12
US,Kobo US,,9.78E+12,An Honest Lie,Tarryn Fisher,,N/A,,$14.99 ,USD,8/3/2024 1:30,"From the #1 New York Times Bestselling Author of Never Never, co-written with Colleen Hoover!
""An Honest Lie is riveting suspense, but it’s also a scream of defiance, a howl of rage.""—Colleen Hoover, #1 New York Times bestselling author
They've taken your friend, but only to get to you. What do you do?
Lorraine—“Rainy”—lives at the top of Tiger Mountain. Remote, moody, cloistered in pine trees and fog, it’s a sanctuary, a new life. She can hide from the disturbing past she wants to forget.
If she’s allowed to.
When Rainy reluctantly agrees to a girls’ weekend in Vegas, she’s prepared for an exhausting parade of shots and slot machines. But after a wild night, her friend Braithe doesn’t come back to the hotel room.
And then Rainy gets the text message, sent from Braithe’s phone: someone has her. But Rainy is who they really want, and Rainy knows why.
What follows is a twisted, shocking journey on the knife-edge of life and death. If she wants to save Braithe—and herself—the only way is to step back into the past.
How far will one twin go to uncover where her “good half” has gone? Find out in Good Half Gone, #1 New York Times Bestselling author Tarryn Fisher’s next twisty psychological thriller!
Looking for more captivating reads by Tarryn Fisher? Don't miss:

Never Never
The Wives
The Wrong Family",Graydon House Books,26-Apr-22,Graydon House,English,EPUB 3 (Adobe DRM),"329
Pages","8 - 9
Hours to read","102k
Total words",Rated 4.0 out of 5 stars with 126 ratings,"#107 in Fiction & Literature, Psychological #1009 in Mystery & Suspense, Thrillers #1463 in Mystery & Suspense",https://cdn.kobo.com/book-images/0d5606f3-92e7-4a00-9e41-829a052cfc52/353/569/90/False/an-honest-lie.jpg,https://www.kobo.com/us/en/ebook/an-honest-lie
